video_id,author,published_at,updated_at,like_count,text,Comments
35zC962RIOc,@Johnny___Sinsxn3,2024-07-18T06:26:42Z,2024-07-18T06:26:42Z,0,"যারা আন্দোলনে যাবেন অবশ্যই ইউনিফর্ম পড়ে আসবেন এবং সাথে আইডি কার্ড রাখবেন।<br><br>স্কুল কলেজ বন্ধ দেয়ার মেইন কারন হলো স্কুল  কলেজ বন্ধ থাকলে ইউনিফর্ম পড়ে আন্দোলন করা শিক্ষার্থীর সংখ্যা কমবে। ফলে তারা শিক্ষার্থীদের অন্য ট্যাগ দিয়ে হামলা করতে পারবে। কারণ ইনফর্ম পড়া শিক্ষার্থীদের গায়ে পুলিশ হাত দিলে বহির্বিশ্ব থেকে চাপ আসবে। <br>তাই আবারও বলতেছি আজকে যারা আন্দোলনে যাবেন অবশ্যই ইউনিফর্ম পড়ে আসবেন এবং সাথে আইডি কার্ড রাখবেন আর নিজেকে সুরক্ষার জন্য (যেটা দরকার তা ত আনতেই হনে)<br><br>You must come in uniform and with ID card!<br><br>সবাই এটা একটু FORWORD করেন তারাতাড়ি 🙏<br><a href=""http://www.youtube.com/results?search_query=%23bangladesh_cyber_force"">#Bangladesh_cyber_Force</a>","Those who are going to protest must come in uniform and carry ID card with them.<br><br>The main reason for closing schools and colleges is that if schools and colleges are closed, the number of students who will protest in uniform will decrease. As a result they can attack students with other tags. Because if the police lay hands on the students who read the information, there will be pressure from the outside world. <br>So I say once again that those who will go to the movement today must come in uniform and have ID card with them and to protect themselves (you must bring what you need)<br><br>You must come in uniform and with ID card!"
35zC962RIOc,@Johnny___Sinsxn3,2024-07-18T06:26:36Z,2024-07-18T06:26:36Z,14,প্রধানমন্ত্রীর পদত্যাগ চাই,I want the resignation of the Prime Minister
35zC962RIOc,@MdShojol-b2c,2024-07-18T06:26:25Z,2024-07-18T06:26:25Z,3,Respect to jamuna tv❤❤,Respect to jamuna tv❤❤
Z8tB63whDQ0,@FarihaAkter-t3k,2024-11-30T17:05:18Z,2024-11-30T17:05:18Z,0,শেখ হাসিনা সরকার এ-ই মুহূর্তে দরকার শেখ হাসিনার হাতেই বাংলাদেশ নিরাপদ,Sheikh Hasina government is needed right now Bangladesh is safe in the hands of Sheikh Hasina
Z8tB63whDQ0,@marufnic,2024-09-08T16:17:22Z,2024-09-08T16:17:22Z,0,Gopytiomtyafgjxhfhdgfgd,Gopytiomtyafgjxhfhdgfgd
Z8tB63whDQ0,@MdHazratAli-y6g,2024-08-04T15:22:35Z,2024-08-04T15:22:35Z,0,সত্য সংবাদ প্রচার করার জন্য ধন্যবাদ,Thanks for spreading the truth
Z8tB63whDQ0,@আশাআকতারমিম-ফ৮ট,2024-08-04T15:10:17Z,2024-08-04T15:10:17Z,0,বাংলাদেশের সবাইকে নমতে হবে,Everyone in Bangladesh should bow down
Z8tB63whDQ0,@New1bd1,2024-08-04T15:00:12Z,2024-08-04T15:00:12Z,0,যমুনা টিভির মতো যদি প্রত্যেকটা চ্যানেল এরকম সত্য সংবাদ প্রচার করত তাহলে মানুষ আরো অনেক কিছু দেখতে পারতো,If every channel like Jamuna TV broadcasts such true news then people can watch more
Z8tB63whDQ0,@user-ww6im9fy2l,2024-08-02T14:36:37Z,2024-08-02T14:36:37Z,0,Allah Amar sob Vai Der rokkha koro<br>Amin,Allah Amar sob Vai Der rokkha koro<br>Amin
Z8tB63whDQ0,@Mathbaria-News,2024-07-29T08:47:46Z,2024-07-29T08:47:46Z,0,Hi,Hi
Z8tB63whDQ0,@Tausin.ff.-st7ld,2024-07-28T19:36:47Z,2024-07-28T19:36:47Z,0,Amaderbschool er samne😅😅,Amaderbschool er samne😅😅
Z8tB63whDQ0,@sazimahammd1028,2024-07-27T02:59:41Z,2024-07-27T02:59:41Z,0,😢😢😢😢,😢😢😢
Z8tB63whDQ0,@MimIsrat-q3e,2024-07-26T12:42:23Z,2024-07-26T12:42:23Z,0,Dakce bordo na kaw na bai mui mojiber fokir,Dakce bordo na kaw na bai mui mojiber fokir
Z8tB63whDQ0,@MimIsrat-q3e,2024-07-26T12:41:24Z,2024-07-26T12:41:24Z,0,Two,Two
Z8tB63whDQ0,@MimIsrat-q3e,2024-07-26T12:41:12Z,2024-07-26T12:41:12Z,0,Onu,Onu
Z8tB63whDQ0,@Voiceforbd,2024-07-24T18:16:27Z,2024-07-24T18:16:27Z,2,এটা কি ফিলিস্তিন,Is this Palestine?
Z8tB63whDQ0,@RuhulAmin-tm2ob,2024-07-23T17:59:04Z,2024-07-23T17:59:04Z,0,এরা মানুষ খেকো,They eat people
Z8tB63whDQ0,@RanuMalakar-vr9mv,2024-07-21T19:02:50Z,2024-07-21T19:02:50Z,1,😊😅,😊😅
Z8tB63whDQ0,@মাসুদরানা-ষ৮র,2024-07-21T07:02:11Z,2024-07-21T07:02:35Z,0,দ্রুত নেট  অপেন   করেন<br><br>আমরা প্রবাসীরা কেও পরিবারের সাথে যোগাযোগ করতে পারছি টেনশন আছি আমরা পরিবার নিয়ে,"Open the net quickly<br><br>We expats are unable to contact our family, we are tensed about our family."
Z8tB63whDQ0,@mustakmustak2061,2024-07-20T20:26:28Z,2024-07-20T20:26:28Z,0,😡😡😡🔪👮🔪👮🛶🛶🔪,😡😡😡🔪👮🔪👮🛶🛶🔪
Z8tB63whDQ0,@mdsomaun-f9w,2024-07-19T11:40:40Z,2024-07-19T11:40:40Z,0,আজকের খবর দিন,Give today's news
Z8tB63whDQ0,@mdshiponmdshipon2682,2024-07-19T03:59:43Z,2024-07-19T03:59:43Z,0,ডাইনির পদ্য ত্যাগ চাই,I want to leave the poem of the witch
Z8tB63whDQ0,@mdnadim-sb1ve,2024-07-18T20:37:45Z,2024-07-18T20:37:45Z,0,Donnobad jomuna tv,Donnobad jomuna tv
7EkViS2NiIY,@Bivu-ok8xt,2025-01-13T18:11:46Z,2025-01-13T18:11:46Z,0,মারামারি বন্ধকরো😂😂😂😂😂,Stop fighting😂😂😂😂😂
7EkViS2NiIY,@Bivu-ok8xt,2025-01-13T18:09:24Z,2025-01-13T18:09:24Z,0,"😂😂😂😂😂😂হাই, বাংলাদেশ, কবে, শান্তি, আসবে,","😂😂😂😂😂😂 Hi, Bangladesh, when will peace come?"
7EkViS2NiIY,@FazlurRahman-n5z,2024-10-29T16:12:44Z,2024-10-29T16:12:44Z,0,Police LG &amp; A.LG aksate,Police LG &amp; A.LG aksate
7EkViS2NiIY,@mdromanhowlader123,2024-09-08T03:29:01Z,2024-09-08T03:29:01Z,0,বিএনপির নেতারা ত না খাওয়া অরা ত দেশের সব খেয়ে ফেলবে।,The leaders of BNP will not eat or they will eat everything in the country.
7EkViS2NiIY,@KamalMohammad-r5v,2024-09-07T07:38:28Z,2024-09-07T07:38:28Z,0,Joy bangla,Joy bangla
7EkViS2NiIY,@abdulwaheed9601,2024-08-28T21:00:53Z,2024-08-28T21:00:53Z,0,কাহাদের মধ্যে ঝগড়া হচ্ছে?,Who is having a fight?
7EkViS2NiIY,@MDMAMUN-d5r4t,2024-08-27T13:32:53Z,2024-08-27T13:32:53Z,0,যে সন্ত্রাসীরা ছাত্র হাত তুলছে সবার ভিডিও ফুটেজ আছে কাউকে ছাড়া হয় না আজ না হয় কাল এইভাবেই মারা হবে,"All the terrorists who raised their hands have video footage, no one is spared, today or tomorrow they will be killed like this"
7EkViS2NiIY,@topicsandopinions5818,2024-08-22T11:23:47Z,2024-08-22T11:23:47Z,0,গৃহ যুদ্ধ আসন্ন !!,Civil war is coming!!
7EkViS2NiIY,@hredoyahmedsalim2026,2024-08-21T08:09:17Z,2024-08-21T08:09:17Z,0,"দেশটাকে পরিকল্পিতভাবে ধাপে ধাপে ধ্বংস করা হচ্ছে, আর এটার জন্য দায়ী আসিফ নজরুল ও ৬ জন সমন্বয়ক জারা এই পরিকল্পোনার সাথে সরাসরি জরিত। এটার শেষ কোথায়, ধ্বংস করে দিচ্ছে জাতির বিবেককে। আল্লাহ তুমি আমাদের দেশটাকে রক্ষা করো,হে আল্লাহ তুমি হেপাজত করার পাশাপাশি সঠিক দীনের বুঝ দান করুন। &quot;আমিন&quot;","The country is being systematically destroyed step by step, and the responsible Asif Nazrul and 6 co-ordinators Zara are directly involved in this plan. Where is the end of it, destroying the conscience of the nation. O Allah, protect our country, O Allah, give us understanding of the correct religion as well as protection. &quot;Amen&quot;"
7EkViS2NiIY,@tarek6584,2024-08-04T18:21:49Z,2024-08-04T18:21:49Z,0,"পূর্ব দিগন্তে, সূর্য উঠেছে-<br>রক্ত লাল, রক্ত লাল, রক্ত লাল”🔴✊","In the eastern horizon, the sun rose-<br>Blood red, blood red, blood red”🔴✊"
7EkViS2NiIY,@LimaAkter-ww2vt,2024-08-04T16:56:04Z,2024-08-04T16:56:04Z,0,শেষের লাল শার্ট পরা ওইটা আমার মামা 😭😭,That's my uncle wearing the last red shirt 😭😭
7EkViS2NiIY,@আশাআকতারমিম-ফ৮ট,2024-08-04T15:13:34Z,2024-08-04T15:13:34Z,0,যমুনা টিভি অনেক অনেক ভালো সবাই কিছু দেখায় যমুনা কে অনেক অনেক ধন্যবাদ কাতারে থেকেই দেখতে ছি,Yamuna TV is very good. Everyone shows something. Thanks a lot to Yamuna. I am watching from Qatar
7EkViS2NiIY,@netcom8735,2024-08-04T09:06:31Z,2024-08-04T09:06:31Z,0,"এখনোো পুলিশ থামে নাই,,, দেশ থেকে পুলিশের নিরাপদের দরকার নাই,,পুলিশ জেনো রোডে নামতে না পারে এই পরিস্থিতি গরেন ছাএ ভাইরা","The police have not stopped yet, the police do not need security from the country."
7EkViS2NiIY,@NusratJahan-lc6by,2024-08-04T06:43:04Z,2024-08-04T06:43:04Z,0,Allah jalim der bichar koruk Ameen,Allah jalim der bichar koruk Ameen
7EkViS2NiIY,@soniaislam8950,2024-08-03T01:43:12Z,2024-08-03T01:43:12Z,0,Manikgonj kinto andolone pichiye ace..,Manikgonj kinto andolone pichiye ace..
7EkViS2NiIY,@soniaislam8950,2024-08-03T01:41:29Z,2024-08-03T01:41:29Z,0,Sob college gulor istudent ak hoye nama hok manikgonj ar,Sob college gulor istudent ak hoye nama hok manikgonj ar
7EkViS2NiIY,@SspSalim-oq6ei,2024-08-01T09:57:34Z,2024-08-01T09:57:34Z,0,আল্লাহ এদের বিচার করবে,Allah will judge them
7EkViS2NiIY,@mushfika_koli,2024-07-28T06:52:26Z,2024-07-28T06:52:26Z,0,শিক্ষার্থীদের ওপর যখন হামলা করে ছাত্রলীগ তখন পুলিশ ফ্যান এর নিচে বসে বাতাস খায় আর যখন শিক্ষার্থীরা নিজেদের ওপরে হামলার প্রতিবাদ করে তখন পুলিশ আশে শিক্ষার্থীদের  ওপর  গুলি করতে।মানিকগঞ্জের পুলিশ এবং ছাত্রলীগের ওপর তীব্র নিন্দা জানাই,"When Chhatra League attacked the students, the police sat under the fan and ate air and when the students protested against the attack on themselves, the police shot at the students. I strongly condemn the Manikganj police and Chhatra League."
7EkViS2NiIY,@MdSohag-cm8zu,2024-07-28T05:59:09Z,2024-07-28T05:59:09Z,0,যমুনা টিভিকে অনেক অনেক অভিনন্দন,Many congratulations to Jamuna TV
7EkViS2NiIY,@শেখসোহাগআহমেদ-ফ১ড,2024-07-28T03:09:16Z,2024-07-28T03:09:16Z,0,কুবাকুবি ভিডিও কই আমার ভাইয়ে যে কুবাইয়ে হত্যা করলো এগুলা কই ??,"Where is Kubakubi video, where is the Kubaki that killed my brother??"
CgxsNUkyTIE,@ZakaiaBai,2024-07-21T07:04:22Z,2024-07-21T07:04:22Z,0,Closed.all❤❤❤❤,Closed.all❤❤❤❤
CgxsNUkyTIE,@shahinalam5154,2024-07-21T05:43:40Z,2024-07-21T05:43:40Z,0,যারা ছাত্র দের কে তারা শুধু মির্জাপুরের মতো ছাত্রদের সাথে বেইমানি করবে,Those who are students will only deal with students like Mirzapur
CgxsNUkyTIE,@RiyazBepari-t3p,2024-07-20T14:12:46Z,2024-07-20T14:12:46Z,0,Hi আপু আমরা কি দোষ করেছি প্রবাস থেকে ফ্যামিলির সাথে কথা বলা যাচ্ছে না আমরা খুবই মনে হয় শেখ হাসিনারে গালিগালাজ করলে ভালো হবে,"Hi ma'am, what have we done wrong, we can't talk to family from abroad, we think it would be better to abuse Sheikh Hasiner."
CgxsNUkyTIE,@golamkibria7762,2024-07-20T13:49:09Z,2024-07-20T13:49:09Z,0,বালানি ছাত্র লগে আন্দোলন করত না,Balani did not agitate on the student log
CgxsNUkyTIE,@MuhammadMohinuddin-b9d,2024-07-19T19:36:36Z,2024-07-19T19:36:36Z,0,আল্লাহ শেখ হাসিনার বিচার আপনার কাছে দিলাম।,God gave Sheikh Hasina's judgment to you.
CgxsNUkyTIE,@mdparvez8807,2024-07-19T18:12:45Z,2024-07-19T18:12:45Z,0,লাভ নাই কোটা বাতিল এক দফা এক দাবি,"There is no profit, cancellation of quota, one point, one demand"
CgxsNUkyTIE,@KhairulIslam-ie7xo,2024-07-19T08:24:18Z,2024-07-19T08:24:18Z,0,আন্দোলন চলবে,The movement will continue
CgxsNUkyTIE,@MuhammedNasir-l6t,2024-07-18T18:10:56Z,2024-07-18T18:12:37Z,0,"<b>স্বৈরশাসকের বিরুদ্ধে, ছাত্রদের এই আন্দোলনে, বিজিবি আরমির সহযোগিতা কামনা করছে দেশবাসী, আন্দোলনকারীরা আপনার আমার সন্তান বা ভাই</b>","<b>In this movement of students, against the dictator, the countrymen are seeking the cooperation of the BGB Army, the agitators are your children or brothers</b>"
CgxsNUkyTIE,@AsifAli-q2t9p,2024-07-18T17:29:37Z,2024-07-18T17:29:37Z,0,Kicho halar po hala ache sodo ki khamo aybabe andolon cholle kemne khamo.sodo peter danda,Kicho halar po hala ache sodo ki khamo aybabe andolon cholle kemne khamo.sodo peter danda
CgxsNUkyTIE,@didarskd9942,2024-07-18T17:14:36Z,2024-07-18T17:14:36Z,0,বর্ডারে তো মশা মারতে পারেনা,You can't kill mosquitoes at the border
CgxsNUkyTIE,@ReNewMaldives,2024-07-18T16:45:51Z,2024-07-18T16:45:51Z,0,Border er biral,Border is biral
CgxsNUkyTIE,@miahsharifalamgir5862,2024-07-18T16:40:44Z,2024-07-18T16:40:44Z,0,"সীমান্তে সাজে বিড়াল,আর নিজের দেশের জন্য সাজে বাঘ ।","Cats dress up at the border, and tigers dress up for their own country."
CgxsNUkyTIE,@Rokun291,2024-07-18T14:10:51Z,2024-07-18T14:10:51Z,0,হাসিনার হাত থেকে ছাত্রদের রক্ষা <br>করুন,Protect the students from Hasina
CgxsNUkyTIE,@mojibrahman9719,2024-07-18T13:44:59Z,2024-07-18T13:44:59Z,0,হাসিনা কেন পদত্যাগ করে না,Why doesn't Hasina resign?
CgxsNUkyTIE,@md.biddutmiah9407,2024-07-18T11:07:24Z,2024-07-18T11:07:24Z,0,Omanusher bacca,Omanusher bacca
CgxsNUkyTIE,@scorpiionking,2024-07-18T09:33:21Z,2024-07-18T09:33:21Z,0,"হাসিনার পদত্যাগ চাই , আর কোন কথা নাই ✊💪✊<br>হাসিনার পদত্যাগ চাই , আর কোন কথা নাই ✊💪✊<br>হাসিনার পদত্যাগ চাই , আর কোন কথা নাই ✊💪✊<br>হাসিনার পদত্যাগ চাই , আর কোন কথা নাই ✊💪✊<br>হাসিনার পদত্যাগ চাই , আর কোন কথা নাই ✊💪✊","I want Hasina's resignation, no more words ✊💪✊<br>I want Hasina's resignation, no more words ✊💪✊<br>I want Hasina's resignation, no more words ✊💪✊<br>I want Hasina's resignation, no more words ✊💪✊<br>I want Hasina's resignation, no more words ✊💪✊"
CgxsNUkyTIE,@LandTvBD9296,2024-07-18T09:20:16Z,2024-07-18T09:20:16Z,1,আমার প্রশ্ন পুলিশের সঙ্গে কেন ছাত্রলীগ পুলিশ কেন ছাত্রলীগকে হেফাজত করতেছে <br>তাহলে সাধারণ ছাত্ররা কি দেশের শত্রু,My question is why is the police protecting the Chhatra League?
CgxsNUkyTIE,@AshrafulIslam-du3cf,2024-07-18T09:08:38Z,2024-07-18T09:08:38Z,1,সীমান্তের বিড়াল আসছে ছাত্র মেরে বাঘ হইতে।,The border cat is coming from the tiger to kill the student.
CgxsNUkyTIE,@saifulislam-sc5eb,2024-07-18T08:56:20Z,2024-07-18T08:56:20Z,0,বিজিবি দিল্লির দাসীর কথায় সীমান্ত বি এস এফের হাতে তুলে দিয়ে ঢাকায় আসছে নিজ দেশের জনগনকে ভয় দেখাইতে 😂,BGB is coming to Dhaka to scare the people of their own country by handing over the border to BSF on the words of the maid of Delhi.
CgxsNUkyTIE,@shadmanshakib9279,2024-07-18T08:31:21Z,2024-07-18T08:31:21Z,0,Shimanter biral are here!,Shimanter Biral are here!
RuRuQfnckxA,@sadmanshakib358,2024-07-24T13:41:25Z,2024-07-24T13:41:25Z,0,"ওনারা তীক্ষ্ম নজর রাখতে থাকুন,","They keep a sharp eye,"
RuRuQfnckxA,@AlifIslam-c8u,2024-07-24T13:06:53Z,2024-07-24T13:06:53Z,0,dictator killing student she takes all the human rights all the army police in her control,dictator killing student she takes all the human rights all the army police in her control
RuRuQfnckxA,@PeyarAhmed-b8l,2024-07-23T22:05:48Z,2024-07-23T22:05:48Z,0,Bangladesher zuminna kisu bam ponteder karunna desher kharap obustaye protebeshe desher midia  gullor upor nozur dare korra uset o unturzatek youtuber upor,Bangladesher zuminna kisu bam ponteder karunna desher kharap obustaye protebeshe desher midia gullor upor nozur dare korra uset o unturzatek youtuber upor
RuRuQfnckxA,@skl5273,2024-07-23T10:24:43Z,2024-07-23T10:24:43Z,0,এরা শুধু পর্যবেক্ষণই করে।,They only observe.
RuRuQfnckxA,@AnwarHussain-lm7uy,2024-07-21T05:39:07Z,2024-07-21T05:39:07Z,0,আমাদের দেশকে বাছান দেশের মানুষ কে বাছান সৌরাছার হাচিনা  হাত থেকে সৌরাচার পুলিশ এর হাত থেকে কে আছো সৌরাছারএর হাতথেকে বাংলাদেশ কে বাচাই দেবে আমরা সানতি ছাই সৌরাছার হাচিনা  থেকে মুকতি ছাই কে আছৌ,Save our country. Save the people of the country. Who are you?
RuRuQfnckxA,@Saiful-o5q,2024-07-20T20:34:44Z,2024-07-20T20:34:44Z,0,ভাইরা তোমরা কি ভুলে গেছো এখনো ভারতের অর্ডার আসে নাই ভারত এটা রায় দিবে তারপর সবকিছু ঠিক হয়ে যাবে ভারতের কথা বাংলাদেশ চলে মোদির কথায়,"Brothers, have you forgotten that India's order has not come yet, India will give a verdict, then everything will be fine, Bangladesh is talking about India, Modi said"
RuRuQfnckxA,@OmanRuwi-u9j,2024-07-20T19:01:27Z,2024-07-20T19:01:27Z,0,😢,😢
RuRuQfnckxA,@AlAmin-nh9ob,2024-07-20T08:46:12Z,2024-07-20T08:46:12Z,0,"আমেরিকা শুধু মুখেই, যখন ভোটাভুটি অনুষ্ঠিত হলো তখনও শুধু  নজর রেখে গেছে কিছুই করেনি। বরং ভোট চুর আওয়ামী লীগ সরকার কে তারাই আগে সরকার হিসেবে মেনে নিয়ে ছিল । তাই নিজের ভালো নিজেকেই বুঝতে হবে।","America only paid lip service, watched and did nothing when the polls were held. Rather, they had accepted the vote-stealing Awami League government as the government earlier. So you have to understand your own good."
RuRuQfnckxA,@MdRasel-lu1fc,2024-07-20T04:20:00Z,2024-07-20T04:20:00Z,0,যুক্তরাষ্ট্রের খেয়েদেয়ে কোন কাজ নাই,The United States has no business
RuRuQfnckxA,@mohshaah996msm,2024-07-19T13:32:26Z,2024-07-19T13:32:26Z,0,"এই সরকারকে জনগণ চায় না আর অনুমতি নাই এই সরকারকে নামিয়ে জনগন ঘরে ফিরিবে ইনশাল্লাহ,",People don't want this government and they don't have permission. People will return home after bringing down this government.
RuRuQfnckxA,@MdMasud-ws2up,2024-07-19T10:35:21Z,2024-07-19T10:35:21Z,0,পৃথিবীর বুকে মিথ্যেবাদী <br>সে হচ্ছে যুক্তরাষ্ট্র,America is the liar on earth
RuRuQfnckxA,@MdAbubakkarMd-hw9qu,2024-07-18T14:48:52Z,2024-07-18T14:48:52Z,0,right,right
RuRuQfnckxA,@iqbalfahad8400,2024-07-18T14:39:33Z,2024-07-18T14:39:33Z,0,"<a href=""http://www.youtube.com/results?search_query=%23save_bangladeshi_students"">#Save_Bangladeshi_students</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23bbcnews"">#Bbcnews</a> <a href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a>✅ <a href=""http://www.youtube.com/results?search_query=%23thewashingtonpost"">#TheWashingtonPost</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23thenewyorktimes"">#TheNewYorkTimes</a>✅ <a href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23bbc"">#BBC</a> <a href=""http://www.youtube.com/results?search_query=%23aljazeeraenglish"">#AlJazeeraEnglish</a>✅ <a href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23cnbc"">#CNBC</a> <a href=""http://www.youtube.com/results?search_query=%23dhruvrathee"">#DhruvRathee</a>✅ <a href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a>✅ <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23abcnews"">#ABCNews</a> <a href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a>✅ <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23abhiandniyu"">#AbhiandNiyu</a>✅ <a href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a>✅ <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23duunderattack"">#DUUnderAttack</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23savebangladeshalluniversitystudents"">#savebangladeshalluniversitystudents</a>✅<br><a href=""http://www.youtube.com/results?search_query=%23stapdownhasina"">#stapDownHasina</a>","<a href=""http://www.youtube.com/results?search_query=%23save_bangladeshi_students"">#Save_Bangladeshi_students</a> ✅<br><a href=""http://www.youtube.com/results?search_query=%23aljazerra"">#ALjazerra</a>​​​​​​ href=""http://www.youtube.com/results?search_query=%23cnn"">#CNN</a>​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ href=""http://www.youtube.com/results?search_query=%23theguardian"">#TheGuardian</a>​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ href=""http://www.youtube.com/results?search_query=%23thewallstreetjournal"">#TheWallStreetJournal</a>​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ href=""http://www.youtube.com/results?search_query=%23unitednations"">#UnitedNations</a> ✅ <a href=""http://www.youtube.com/results?search_query=%23newyorktimesopinion"">#NewYorkTimesOpinion</a>​​​​​​ href=""http://www.youtube.com/results?search_query=%23newyorkpost"">#NewYorkPost</a> ✅ <a href=""http://www.youtube.com/results?search_query=%23projectnightfall"">#ProjectNightfall</a>​​​​ href=""http://www.youtube.com/results?search_query=%23quotareformprotest"">#QuotaReformProtest</a> ✅ <a href=""http://www.youtube.com/results?search_query=%23dhakauniversityunderattack"">#DhakaUniversityUnderAttack</a>​​​​​​ href=""http://www.youtube.com/results?search_query=%23quotareformmovement"">#QuotaReformMovement</a>​​​​​​​​​​ href=""http://www.youtube.com/results?search_query=%23stapdownhasina"">#stapDownHasina</a>"
RuRuQfnckxA,@bulbulahmed597,2024-07-18T13:55:47Z,2024-07-18T13:55:47Z,0,What to do ???? What watch??? Please DO action?,What to do???? What watch??? Please do action?
RuRuQfnckxA,@nazmulhudachy5637,2024-07-18T13:29:33Z,2024-07-18T13:29:33Z,1,ট্রাম্পের শান্তিপূর্ন সম্মেলনে গুলি চালাইলো তাতে তাদের খবর নাই আর আমাদের দেশ নিয়ে তাদের যত সমস্যা আহা 🤦‍♂️,They don't know about Trump's peaceful convention shooting and all the problems they have with our country 🤦‍♂️
RuRuQfnckxA,@mahfuzislam2871,2024-07-18T12:27:01Z,2024-07-18T12:27:01Z,0,57 jon mara geche.apnara kokhon ashben aro morle?,57 jon mara geche.apnara kokhon ashben aro morle?
RuRuQfnckxA,@হাফিজুররহমান-ঢ১ণ,2024-07-18T11:46:08Z,2024-07-18T11:46:08Z,1,আর কত পরজবেখন করবে,How much more will you do?
RuRuQfnckxA,@jawadahmed9691,2024-07-18T10:57:30Z,2024-07-18T10:57:30Z,0,নিজে ঠিক না  আর অন্য দেশের সবকিছু তে নাক গলা বে,You are not right and everything in other countries will be disrespectful
RuRuQfnckxA,@2brothers2sistersdinerkhed97,2024-07-18T09:47:22Z,2024-07-18T09:47:22Z,0,যুক্তরাষ্ট্রের পচেনা বাংলাদেশ,Bangladesh unknown to the United States
RuRuQfnckxA,@md.faysal8482,2024-07-18T09:42:07Z,2024-07-18T09:42:07Z,0,হালারা খালি উপরিদ্ধ তেল ঢালে পারলে কিছু কইরা দেখা,"If you pour the oil on the bare surface, you will see some coir"
N_-52dEkNNc,@SaipoUddinTalukderTalukder,2024-10-24T14:40:36Z,2024-10-24T14:40:36Z,0,দেশের এয় পরিস্থিতির জন্য কারা দায়ি,Who is responsible for this situation in the country?
N_-52dEkNNc,@Indiaisgreat2005,2024-07-31T22:28:17Z,2024-07-31T22:28:17Z,0,"Akhane only amader desh 🇮🇳 thake CRAF AND CRPF  ke Dakte hobe tahole khala dakhia dibe control ki kore korte hoi. No fire no judge only tear gas and Lathi peta joteshto. Ader jonno. CRPF, CRAF ER Lathi peta khale 2 week r andolin korte asbe na. Agulo police dia hobe na. Prime Minister of Bangladesh should deploy RAPID ACTION FORCE TEAM. THEN IT CAN BE CONTROLED.","Akhane only amader desh 🇮🇳 thake CRAF AND CRPF ke Dakte hobe tahole khala dakhia dibe control ki kore korte hoi. No fire no judge only tear gas and Lathi peta joteshto. Ader jonno. CRPF, CRAF ER Lathi peta khale 2 week r andolin korte asbe na. Agulo police dia hobe na. Prime Minister of Bangladesh should deploy RAPID ACTION FORCE TEAM. THEN IT CAN BE CONTROLLED."
N_-52dEkNNc,@Unknown-w9l,2024-07-28T08:29:03Z,2024-07-28T08:29:03Z,0,প্রবাসী ভাইয়েরা রেমিটেন্স দিবেননা প্লিজ,Expatriate brothers please do not give remittance
N_-52dEkNNc,@islamic-views-bd,2024-07-25T04:02:02Z,2024-07-25T04:02:02Z,0,ছাত্রলীগের কাছে এখানে পুলিশ অসহায় পুলিশকে মারতে ছাত্রলীগের এক কর্মী এগিয়ে চলে গেলেন কিছু বললেন না পুলিশরা,"A worker of the Chhatra League went ahead to beat the helpless policemen near the Chhatra League, but the police did not say anything"
N_-52dEkNNc,@mispiara975,2024-07-22T10:25:07Z,2024-07-22T10:25:07Z,0,"আসসালামুয়ালাইকুম কেমন আছেন, আমার বাপের বর্ষে দেখি নাই আর সুনিনাই যে ,পুলিশ দেশবাসিকে না বাঁচিয়ে দেশের মানুষকে হত্যা করা হচ্ছে,এর নাম বাংলাদেশ পুলিশ","Assalamualaikum, how are you, I have not seen in my father's year and I have not heard that the police are killing the people of the country without saving the countrymen, its name is Bangladesh Police."
